review,rating,date
excellent app thanks ❤️,5,2026-03-04 23:34:56
it was really good and since i like wonyoungism and still haven't have a theme of it pinterest let me make an imaginary board of it. i think everyone will find this app useful in their own ways. btw pinterest also shows some relatable jokes according to their personalities.,5,2026-03-04 22:53:29
"I would like to request that you please bring back the feature that allowed us to see who reacted to our pins. This feature was very helpful for engagement and understanding our audience better. It helped creators connect with their followers and respond appropriately. After the recent update, this option is no longer visible, which has reduced interaction on the platform. I kindly request you to reconsider this change and restore the feature in the next update. Thank you!",2,2026-03-04 22:49:06
This is the most helpfull app💝,5,2026-03-04 22:40:01
Obssesed 😭😭😭😭🎀⭐,5,2026-03-04 22:16:59
high profile,5,2026-03-04 22:13:17
It's a good abd interesting app 😊❤ very nice,5,2026-03-04 22:10:20
Good,3,2026-03-04 22:09:54
love it,5,2026-03-04 22:09:26
love,5,2026-03-04 22:08:56
"Love this app. wonderful I find anything I and interested in ,",5,2026-03-04 22:00:04
I use it for everything. I love being able to find everything I need,5,2026-03-04 21:48:24
Take that AI trash out of this app that has so much potential for a safe art space.,1,2026-03-04 21:48:08
"Best app to explore new things, and good for ur Pfp and screen and home lock wallpaper. Nice to communicate with friends and it's just a really good app ok so download it.",5,2026-03-04 21:32:20
"this is the only app I can use without finding myself doom scrolling because it is so incredibly broken and buggy, more than half of the available pins are just ads. a majority of the ads move, which makes it nearly impossible to read or focus on anything around them. genuinely every other post is some repulsive ai slop. the comment sections are always broken, and the messaging features too. A large number of video post are broken, with the audio cutting out or the video freezing.",2,2026-03-04 21:17:45
"Always new ideas, helpful & instructional.",5,2026-03-04 21:06:38
it's really nice and I love to use every day xxx it's really useful and I use it for my phone wallpaper and crafting designs and etc... I really love it 😄❤😍,5,2026-03-04 20:25:11
good,5,2026-03-04 20:21:14
"aggressive, schamlose und unendlich nervige halb pornografische Werbung, die nach mehrerem Reporten und Ausblenden nicht verschwindet. Wegschaffen den Dreck und Update ankündigen!",1,2026-03-04 20:18:30
this app so good 😌☺️❤️🫶,5,2026-03-04 20:03:49
love it,5,2026-03-04 19:55:56
nice,5,2026-03-04 19:53:50
"Ads are way too sexual, and do not disappear (no matter how many times you mark them ""not relevant to me;"" if anything, it got worse). Uninstalled.",1,2026-03-04 19:48:06
tooo baddd,1,2026-03-04 19:38:25
this is one best app I have we use a lot for cooking and baking recipes I recommend a100%,5,2026-03-04 19:30:11
great as of..gess.massur,5,2026-03-04 19:09:21
so good and fun,5,2026-03-04 19:06:23
"I used to enjoy this app, but it's been infiltrated by AI-generated content. Not just images, but tutorials and recipes obviously created by AI are becoming prolific, as well as ads for nonexistent products or ads that heavily. misrepresent the products with AI. ETA Characters are being arbitrarily dropped from comments, so words and numbers are incomplete. ""This is neat!"" becomes ""This is nat!"", ""10 years ago"" becomes ""0 years ao"". I've deleted and reinstalled the app, which didn't help.",1,2026-03-04 18:50:34
"With the new implementation of AI I have already terminated my account, the mass banning and flagging of pins and the rampant AI imagery have made it impossible to enjoy the app. Ai has ruined this app and everything on it.",1,2026-03-04 18:50:14
super 👌,5,2026-03-04 18:32:31
I can't open my Pinterest....,1,2026-03-04 18:27:24
good,5,2026-03-04 18:18:12
intersting,4,2026-03-04 18:02:46
"that's an very useful app,i love it",1,2026-03-04 17:58:12
Bad,1,2026-03-04 17:53:05
finds the best photos ever!,5,2026-03-04 17:52:59
nice,5,2026-03-04 17:51:08
"Pinterest is a great source of inspiration for design, fashion, cooking, and more. It’s easy to save and organize ideas.",5,2026-03-04 17:17:55
"i love this app, and use it to make characters or outfit boards, but, the adds have gotten really out of hand. Im pretty tired of scrolling and seeing literal adult toys, nsfw images, and unwanted web novels or random shopping adds. Im REALLY not trying to see the inappropriate things when scrolling for fun...",2,2026-03-04 17:15:15
"An icon covers the end of a sentence on a picture, hard to read. And too many ads.",1,2026-03-04 17:12:51
gud,5,2026-03-04 17:11:38
I like the app,5,2026-03-04 17:00:07
must clear chat option be there,3,2026-03-04 16:59:51
"i have my settings set to hide generated slop, and it still tries somrtimes, and when i notice to hide it, they have the button ""Show less AI?"" LIKE IF YOU ALSO KNEW IT WAS AI AND IF I AM HIDING AI THEN WHY IN THE NAME OF EVERYTHING GOOD ARE YOU SHOWING ME?!",1,2026-03-04 16:59:30
good app,1,2026-03-04 16:58:07
it's so good and opportunity for earning money,4,2026-03-04 16:49:52
fahhhh,5,2026-03-04 16:47:49
helpful,5,2026-03-04 16:42:31
it is almost all AI generated images now and sites that are not what the image says it should be. And I really can't trust recipes anymore cause there is so much AI slop.,1,2026-03-04 16:25:33
thank you for your support and help 👍,5,2026-03-04 16:20:46
good,5,2026-03-04 16:00:03
"please make a feature for ""last viewed"". Nothing hurts more when you've got interested in that one Pinterest then you accidentally REFRESHED IT, omgggg so plsplsplssss "" Last Viewed "" featureee, thankyou devs! ~ ₍ᐢ..ᐢ₎♡",5,2026-03-04 15:59:44
best photo sharing app evrr. a photographer/ graphic designers dream.,5,2026-03-04 15:58:51
Pinterest is an experience and I think it's the only app justified to cause many updates for its user. love love love it and you will too!,5,2026-03-04 15:55:37
"Pinterest is amazing! I can find inspiration for everything to home decor, fashion, and recipes. Super easy to use and so fun to browse",5,2026-03-04 15:50:05
the worst app ive ever tried,5,2026-03-04 15:37:23
👍so good 😊,5,2026-03-04 15:26:44
so many ads I can't even read the recipe,1,2026-03-04 15:22:59
best app all rounder,5,2026-03-04 15:08:23
"It is really a good platform , i like it , it entertains in every way , such a good thing , we found our relative things on it and in a more natural asthetic way .It is really a creative platforn for many of peoples to show their creativity, graphics and for marketing as well . In Short , it's Marvellous. 🍀😇",5,2026-03-04 15:05:10
really good app the best app i ever use,5,2026-03-04 15:03:25
good,5,2026-03-04 14:59:52
enjoying it ...it new to me and obviously there's a lot I might be doing wrong and not know about but still interested in mastering it,4,2026-03-04 14:49:47
love this app SO AESTHETIC,5,2026-03-04 14:46:05
its the best of the best it helps find inspos and has clear images and its rly aesthetic,5,2026-03-04 14:44:26
good.,5,2026-03-04 14:42:16
this app is really useful 100 % approved download now,5,2026-03-04 14:34:38
I like it and it's pretty like ever on sec. search it's pop up,5,2026-03-04 14:28:05
it is one of my favourite apps and soooo aesthetic. just lovely,5,2026-03-04 14:27:24
GREAT,5,2026-03-04 14:23:21
most helpful,5,2026-03-04 14:21:32
this is a very useful app for all now I'm addictor for this app,5,2026-03-04 14:18:57
hate this app,1,2026-03-04 14:12:41
loved it,5,2026-03-04 14:10:15
WAY to buggy like badly buggy here's some bugs 1 whenever u open the app the post button isn't there 2 u couldn't change ur cover for sum time(old) 3 whenever u tried to open ur gallery or change ur pfp on the app it wouldn't show ur pictures just a blank screen this app is so infuriating to use cuz of how buggy it is fix this,1,2026-03-04 14:05:09
Love Pinterest. You can find anything you want.,5,2026-03-04 13:57:30
"Just two requests: °The ads need to go completely! Pinterest now seems like a completely different app. I want my favourite app back. °The scroll feed, which I (personally) really liked. It was so fun. I'd love to have it back as a permanent feature (along with the classic grid layout).",2,2026-03-04 13:56:00
it's the best app for searching images and making collages,5,2026-03-04 13:54:30
"I have been discouraged with the amount of ads sneaking into Pinterest. Then when you click on the pins you get more ads! Also tired of getting rude emails about pins I have added to my library and they label as ""misinformation"". Quotes, opinions, and views are being judged and labeled unfairly. Though I have gotten great recipes and ideas from some fantastic creators, I have considered deleting...",3,2026-03-04 13:49:39
they are a piece of poop 💩 they will delete your account bc you save something they allowed someone to put something inappropriate on there but your the one that is at fault it's wrong the other people should get in trouble to,1,2026-03-04 13:35:21
"it randomly says ""user not found"" and if doesn't open no matter what I do. pls fix it",1,2026-03-04 13:34:54
this is amazing app . I like it,5,2026-03-04 13:20:54
wow kya app he💝,5,2026-03-04 13:18:47
"Worst content moderation I have ever had the misfortune of witnessing. I have received tens (if not hundreds) of guideline violations for pins I have saved, despite them being completely innocent, while nudity and other provocative/violent content that I HAVE REPORTED is never taken down. Horrendous!",1,2026-03-04 13:17:09
"I always have a huge selection of what im looking for ,or reading up on And its never surprises new hoops to jump through like basically all the other populR apps,so nice keep up the easy process to search topics go to that topic it sucks when its a total new headache each time",4,2026-03-04 13:14:43
full of ads,1,2026-03-04 13:14:37
i Like it,5,2026-03-04 13:13:15
it's good,5,2026-03-04 13:06:17
bahut Ganda Hai Pinterest Koi download nahin karo isase achcha to tum aur koi sa app download Kar Lo ya FIR chupchap baitho yah Pinterest ki bahan ki aankh bilkul mat karna hai kyunki bhai Pinterest wale tum kaise Insan Ho har matlab kuchh bhi yaar kuchh bhi Kar Lo Main apni asali rate Dal raha hun but to date ki dard ki vah date off birth ki to Tum bol do galat hai tumko nahin Le sakti ho tumhara samay kharab Hai to Bhai yah kya baat ho yaar Sahi date dalo to galat galat,1,2026-03-04 13:05:40
good,5,2026-03-04 13:03:51
superb,5,2026-03-04 12:59:32
so cool,5,2026-03-04 12:54:28
The search results are irrelevant let me find other stuff not just the same pins or topic I searched like im looping in the rooms.,1,2026-03-04 12:50:06
"this is literally the best app ever, i absolutely luvvvv it!",4,2026-03-04 12:39:20
"Pinterest is honestly my favorite place to go whenever I need a bit of creative inspiration or a new project to start. I love how easy it is to organize different ideas into boards, whether I'm planning a home renovation or just looking for new recipes. The visual search tool is pretty incredible for finding similar items, and the algorithm is great at suggesting things I actually like. It’s such a chill, positive space to get lost in for a while and find some really unique ideas. It definitely",5,2026-03-04 12:34:04
nice,5,2026-03-04 12:25:03
the is the best app even i see i made so many photo and video with help of this app,4,2026-03-04 12:22:28
Trash.,1,2026-03-04 12:20:11
Lots of great ideas and recipes. 😀,5,2026-03-04 12:14:12
bad app,1,2026-03-04 12:07:33
the best 💖,5,2026-03-04 12:06:10
greatttttt👍🏻👍🏻,4,2026-03-04 12:05:48
exceptional,5,2026-03-04 11:52:28
"It's a great app and I definitely love it, but half of it is just ads now. It's so annoying and ruins the app. It's actually so tiring.",2,2026-03-04 11:46:37
"Dashboard is at least 50% ads, far too many for an enjoyable experience.",1,2026-03-04 11:44:13
it's useful for daily life 😁,5,2026-03-04 11:40:59
Please add an option to upload multiple photos as a carousel instead of automatically converting them into a video. This feature would make posting much easier and more user-friendly.,3,2026-03-04 11:40:42
designs are best and search results are excellent,4,2026-03-04 11:36:34
Great platform for ideas and inspiration. Easy to explore and save creative content.,5,2026-03-04 11:33:35
يخبللل يموتتتتتت يجنن🎀🫶😭😭😭😭💋🌺🌺🌺🌺✨💗💗💗🎀🎀🎀🌸🌸😭🫶💋💋💋💋,5,2026-03-04 11:12:06
very good app it is,5,2026-03-04 11:11:45
its a good app,5,2026-03-04 11:05:44
best app,5,2026-03-04 10:46:33
"everything is great, maybe give us the ability to download videos 🤷🏾‍♂️",5,2026-03-04 10:46:28
This app is fantastic and marvellous and beautiful.,5,2026-03-04 10:40:22
good,5,2026-03-04 10:38:23
I loveeeeee this app literally it's my favourite,5,2026-03-04 10:10:27
i love it,5,2026-03-04 09:59:49
very nice 👍👍👍👍👍,5,2026-03-04 09:41:07
its a very best app i like it,5,2026-03-04 09:40:32
it's nice but taking too much data,5,2026-03-04 09:21:27
"Update: Better. Edit: I love this app but please stop refreshing the feed automatically on the home screen, that's all! 👍 (had rated it five stars before but this problem still remains so two stars now, please fix this annoying problem, really)(update: better, so 4 stars)",4,2026-03-04 09:20:57
very very very very good app I like it,5,2026-03-04 09:15:35
Never short of inspirational ideas,5,2026-03-04 09:11:07
Best Socoal Meadia App,5,2026-03-04 09:06:28
"it's a very good platform to enjoy your free time .you can watch anime video ,download high quality videos etc🐤",4,2026-03-04 09:06:17
fav aap,5,2026-03-04 09:02:07
good,5,2026-03-04 08:59:58
I love it,5,2026-03-04 08:59:02
good 😊 when I using this app thank for some re very too high expensive so I interesting.,5,2026-03-04 08:48:32
All the best,5,2026-03-04 08:39:43
nice,5,2026-03-04 08:26:18
Shows a lot inspiration and great different style,5,2026-03-04 08:18:48
not letting me enter,1,2026-03-04 08:03:07
goodjoob,5,2026-03-04 08:00:16
so good and pretty... my favvv... love sm,5,2026-03-04 07:44:40
nice,4,2026-03-04 07:40:05
wow it's my helping,5,2026-03-04 07:39:07
This app is very useful.We can use it for searching anything,5,2026-03-04 07:33:22
I want the Naked pictures please,5,2026-03-04 07:29:52
THIS app is wonderful. keeps me on my toes.,4,2026-03-04 07:18:02
itbis heartwarming and nessasary to use 😄,5,2026-03-04 07:17:59
Superb!! love it... recommending to try this app.... explore the exclusive ideas 💡💡,5,2026-03-04 07:10:19
Ghajab mean awesome 👌 👏 👍,5,2026-03-04 06:57:52
"Excellent 👌 am from Uganda this app has a lot of fashion ideas u have never seen and the most interesting part of it has spiritual awakening staff ,, 100%",5,2026-03-04 06:52:02
great.,5,2026-03-04 06:39:02
Great place to discover things and set up your own pins.,5,2026-03-04 06:25:51
I generally am very happy with this app. I can ignore the ads and it's possible to turn off the auto play that pauses music and stuff. The one issue I have right now is that vertically long pins have borders on either side of them that make them impossible to see/read. And when using the app I can't even zoom in and scroll. In order to properly see the pin I have to download it and that is so utterly unnecessary when the old system worked just fine that I am considering uninstalling the app.,5,2026-03-04 06:16:54
"I love Pinterest. when I need to know something I go to Pinterest. When I want to bake or cook, I go TO PINTEREST. Love it.",5,2026-03-04 06:13:11
"I really like this application, it's great, it can help me when I'm looking for the photos I want.",5,2026-03-04 06:12:26
useful aap,5,2026-03-04 05:56:23
Its good,5,2026-03-04 05:52:28
"Perfect For Wallpapers,Funny Reaction pictures for Tiktok or Messages with friends, Great for hair inspirations or Even outfits.",5,2026-03-04 05:48:37
can't copy text in the description lol,1,2026-03-04 05:45:51
IT's VERY USEFULL APPLICATION,5,2026-03-04 05:28:01
good app,5,2026-03-04 05:26:41
Its so goodd,5,2026-03-04 05:26:39
accounts won't load neither will boards at times,3,2026-03-04 05:26:01
crashes at some time,2,2026-03-04 05:22:47
Easy to use. They are on your side.,5,2026-03-04 05:21:29
Asthetic wallpaper,5,2026-03-04 05:02:08
"i love this app but it has not working for me lately. it keeps randomly saying ""user not found"" and completely empty. other times its fine.",3,2026-03-04 04:58:01
quiet nice I'd say it helps me find hilarious reaction pics and awesome profile pictures and it has some pretty funny memes too and in general is a good app,5,2026-03-04 04:39:42
It so useful if you need reference,5,2026-03-04 04:39:39
😶😹😅🌅🌇😊🎉💐😻☕😭😒🚬🖤☺️😄😘💤🙄🌞🥰🍰🎊🥺😐🎊😂😂😅,5,2026-03-04 04:32:41
great app for looking up just about everything. within reason of course. Just stay out of the comments.... at times it's worse then X/Twitter.,3,2026-03-04 04:27:52
Amazing but videos can't download 🥺,5,2026-03-04 04:23:01
Very practical,5,2026-03-04 04:15:43
cool,5,2026-03-04 04:14:31
ok,5,2026-03-04 04:02:01
Pinterest app not installingg,5,2026-03-04 03:56:25
exalted,5,2026-03-04 03:53:30
you better start counting your days pinterest for always labeling my artwork as ai modified,1,2026-03-04 03:27:30
"""Level up your Mini Militia game with these essential voice codes! 🚀 Communicate with your squad and dominate the battlefield. #MiniMilitia #Gaming #VoiceCodes""",5,2026-03-04 03:19:29
I've reset my algorithm multiple times and I'm still seeing nothing but lingerie and anime figures. I don't understand it.,1,2026-03-04 03:15:01
😊,5,2026-03-04 03:00:54
Super App,5,2026-03-04 02:58:53
Ravinder Kumar,3,2026-03-04 02:52:43
this is best,5,2026-03-04 02:46:09
Please fix the incorrect pin count on a board because every group of about 30 pins are duplicated when scrolling through all my boards.,1,2026-03-04 02:39:27
very good,5,2026-03-04 02:34:13
its awesome,5,2026-03-04 02:31:42
"Good for aesthetic picture and more beautiful, Nature peace available ther...",5,2026-03-04 02:31:26
it gives nice ideas 💡 👌 so it deserve's 5 stars 🌟 🤩,5,2026-03-04 02:27:37
very nice and beautiful pictures,5,2026-03-04 02:22:22
dude whyd my pinterest delete itself,3,2026-03-04 02:22:00
good,5,2026-03-04 02:16:59
It's easier to navigate this app. more than other apps for getting information.,5,2026-03-04 02:14:38
"I keep getting violations from pins I SAVED AND DIDN'T MAKE, it's quite stupid, there are way to many ads as well, and along with that, I try setting my algorithms to how I like it it isn't working, for example I save multiple creepypasta pins and it still shows what I don't like, plus I have reported many p3dof!le ships of two 30 year olds and a 16 year old, it's disgusting, fix it, And no matter how many times I click ""not interested"" on something it still shows me it, Fix these problems pls.",3,2026-03-04 02:12:39
great,5,2026-03-04 02:09:35
"No interest in it, yet it automatically downloaded onto my phone. You wouldn't have gotten a low review if you didn't have your app auto-download on my phone somehow.",2,2026-03-04 02:09:14
"it's great, I love the thing, I always use it. keyword: always. it's genuinely addictive because of the algorithm that tunes itself to what you look at, so be careful what you keep on your algorithm. I'm trying to look at helpful posts and not things that are just TikTok reposts and posts that support that constant flow of dopamine we've been accustomed to. It's healthier to just limit your screentime on it. it's amazing for finding art inspiration, recipes, and phone wallpapers.",3,2026-03-04 01:43:59
has basically everything very fun to make projects 10/10 recommend,5,2026-03-04 01:36:26
OH MAN THIS IS AMAZING i can see my favorite fandoms here great job Pinterest community!!,5,2026-03-04 01:30:12
Always great to see and hear all the new ideas on Pinterest.,5,2026-03-04 01:29:05
Great,5,2026-03-04 01:11:30
There are too many ads and too much AI.,2,2026-03-04 00:55:36
"Was a great app, but they have so many ads now, you can't do anything. So frustrating. I realize ads keep it free, but we could pay the national debt down with all the ads on this app.",1,2026-03-04 00:43:46
Pinterest has been my best resource for eating healthier. I found so many wonderful recipes. I've been with Pinterest for many years. Highly recommend this platform. 🌟🌟🌟🌟🌟,5,2026-03-04 00:41:28
love you look,5,2026-03-04 00:39:38
I love everything about this site. it always gives me good ideas.,5,2026-03-04 00:38:38
so good,5,2026-03-04 00:30:41
excellent,5,2026-03-04 00:28:10
I love Pinterest it's a p;ace for great ideas to come to life,5,2026-03-04 00:27:01
Pinterest is just amazing! You can find almost anything need and want on here! Search up your favorite things!,5,2026-03-04 00:25:26
nice one,5,2026-03-04 00:18:05
the best app I had ever seen love it,5,2026-03-03 23:50:52
I dont like the ads I get from my games for this site.,1,2026-03-03 23:25:52
Turdyu,5,2026-03-03 23:09:50
🐈🦋🟡♿💞✌🤍❤💚🩵💜,5,2026-03-03 22:59:41
"I wish there was an option to ""turn off viewing AI modified images"". Rather see creativity of original artists that gets lost amoung countless AI creations.",4,2026-03-03 22:41:11
very informative cheers 🥂🌿,5,2026-03-03 22:24:34
Nice app,5,2026-03-03 22:16:52
My suggested pins have been completely wiped and now 100% of my feed is JUST ads. What the hell?,1,2026-03-03 22:10:49
"Pinterest bombs other apps and if you hit the x to get rid of it, it opens. I used to like this app, now its unrecognizable. I'm uninstalling.",1,2026-03-03 22:10:16
its an amazing app i can pin many things and create new boards and there hardly any bug just one thing i want to have different color themes it would be super cute!! love it a lot GET THE APP NOWWW btw there are so many whispers if your into that sooo....better than tiktok ❤️❤️,5,2026-03-03 21:59:44
it's so good I love this app and it gives me wallpaper even keyboard I love this appp so much,5,2026-03-03 21:57:38
Pinterest makes use of defective AI to identify violations. It repeatedly flags harmless images as violations. The appeal process doesn't even let you see the image in question and then frequently rejects the appeal without explanation.,1,2026-03-03 21:47:37
nice,5,2026-03-03 21:46:06
I have used Pinterest for 12 years and I love it,5,2026-03-03 21:41:28
"Very aesthetic, straight to the point",5,2026-03-03 21:40:09
MRG💞🎵8🙏💟♿️❤️💛M💗M🍏🔵♿️9🔴🟢🏅💿,5,2026-03-03 21:26:29
nothing interesting,3,2026-03-03 21:21:58
"Ehh I think having an Ai be your moderator isn't the greatest idea. I keeps banning ppl for nothing :P. RIP to many Pinterest users, you'll be missed.",2,2026-03-03 21:15:16
mujhe is aap se bhut kuch sikhne mila or mere bissness me bhi bahut mada mili aapka bhut bhut shukriya,4,2026-03-03 21:00:27
I wish I could still click on the picture to take me to the site. why did it get changed to a link under the photo? it's worse this way,2,2026-03-03 20:48:49
amazing to explore,5,2026-03-03 20:47:58
I really love this app I've been using everyday! very good & nice app!,5,2026-03-03 20:30:31
This app and website was so good a decade ago. It is absolute trash now. 70% of the items are irrelevant ads. I see the same pins over and over and over again. There is way too much AI garbage. And Pinterest guideline on inappropriate pins is messed up and inaccurate.,1,2026-03-03 20:24:21
Pinterest has never let me down. It' always has the things I'm looking for.,5,2026-03-03 20:16:57
Idea memang tak habis. Cari apa pun jumpa.,5,2026-03-03 19:59:18
It's a nice app to have in one's phone if one likes photos.😃😃,5,2026-03-03 19:50:15
My best favourite application 🫶,5,2026-03-03 19:47:02
"I’ve been using this app for a while now, and I’m honestly really impressed. The interface is clean and easy to navigate, which makes everything simple even for first-time users. It runs smoothly without crashing or lagging, and the features are both useful",5,2026-03-03 19:41:38
❤️,5,2026-03-03 19:41:35
its useful anyhow,5,2026-03-03 19:25:55
"app used to be great. now its a mess. the forced, extremely invasive ads have made the platform nearly unusable. jump to recipe option works maybe 10% of the time.",1,2026-03-03 19:23:07
Steve Burton GH general hospital in California,4,2026-03-03 19:15:28
I don't like that content is not free. It used to be a free exchange of recipes and ideas.,4,2026-03-03 19:04:33
Highly recommended!,5,2026-03-03 18:56:33
"I love this place - already have a wish list. my fingers get tired. but just have to push through to meet my Christmas deadline for the church fall festival. this will be my first year to participate. I'm making 14"" snowmen. I'm loving this pattern. Mr snowy is a little bare so I thought of a heart would be cute. thank you for sharing your patterns.",5,2026-03-03 18:50:36
besttt app everr!!!,5,2026-03-03 18:38:25
it is an athletics app for now generation and it is perfect for me tho,5,2026-03-03 18:37:15
"Why do you have so many ads? Just create a new tab where all ads are, and if people want to see what's up, they go there.",1,2026-03-03 18:34:38
"I've found hundreds of recipes to save and use. Learned how HOW to cook certain foods. Gotten gardening, decorating & DIY gift ideas and so much more. Pinterest is my GO-TO for most everything. 😊",5,2026-03-03 18:33:46
it's amazing you can buy ur fav things and get ideas and make good things,5,2026-03-03 18:32:03
Saved Pins are not showing in the saved board.,1,2026-03-03 18:27:18
amazing for stealing balls,5,2026-03-03 18:18:18
loved this.. I used your idea for a Seniors theme day. Dr. Seuss March 2nd theme day birthday. they learnt history and had some fun with a photo booth. Thank you!,4,2026-03-03 18:17:57
Ok,5,2026-03-03 18:08:49
the app is not open,1,2026-03-03 17:50:45
very nice,5,2026-03-03 17:46:07
"Love the scope of offerings! Hate the intrusive ads and the recipes that draw you in, but then the recipe isn't available. But Pinterest is still my Go-To!",5,2026-03-03 17:32:54
"it is very lovely app to use and scrolling the new things to lifestyle and you are take the knowledge to desiging,arts,craft etc.it was too much usefull app. I think everyone can need this types of apps how does not know about Pinterest. May be its your also favourite app and its me too . please you can also this app and make u happy . I'm very thankful to give the review✨️♥️",5,2026-03-03 17:28:35
real girlhood <33,5,2026-03-03 17:27:27
"quickly turned into another AI slop museum alongside with unreasonable bans. normal stuff gets wrongfully flagged and removed for ""violation"".",1,2026-03-03 17:23:32
"wont let me have more than 9 sections in a board without cutting off the 10th board, making it inaccessible. half the time it wont load my sections in a board at all.",1,2026-03-03 17:16:00
saurabh kumar,5,2026-03-03 17:06:31
great,5,2026-03-03 16:57:09
super,5,2026-03-03 16:43:52
update my app,5,2026-03-03 16:34:41
"had to uninstall because of the horrendous ads, truly disgusting stuff, no amount of reporting gets through to these people",1,2026-03-03 16:32:26
"it's a great app and yeah... idk how to do one of these so yeah boom there it is, take it or leave it",3,2026-03-03 16:32:15
it has everything I look for with great recipes,5,2026-03-03 16:23:59
I love this because it is like a vision board and it's good enough to just sit there and scroll,5,2026-03-03 16:22:58
"pinterest is my one of the most FAVORITE app. This is helpful for creating some ideas, journal, printing some aesthetic quotes and other........",5,2026-03-03 16:20:47
mast hai mera best friend hai pinterest it is a must aap,5,2026-03-03 16:17:32
The only thing I don't like about Pinterest are the recipes that are actually blogs. Many time I can't even locate the recipe or you have to read thru someone's blathering on about everything but the recipe. Also occasionally the recipe turns into an ad and/or you have to buy something. Recipes based in a specific product or brand are usually fine.,4,2026-03-03 16:14:51
a very useful app,5,2026-03-03 16:14:22
The constant pop up ads and purchase ads are super annoying! The ideas are great though.,4,2026-03-03 16:12:22
❤️ Good 👍,5,2026-03-03 16:06:38
l love this app,5,2026-03-03 15:55:58
don't put so many commercials in some of these recipes,3,2026-03-03 15:45:29
nice,5,2026-03-03 15:38:33
this app is so good 👍,5,2026-03-03 15:35:35
"Pinterest please give option to delete or hide board we made in Pinterest app. There must be 3 privacy like private board, unlisted board and public board. Pinterest must be made use able privately by signing with email account and public ly if Pinterest channel is made. Unlisted can be copy link and paste in Pinterest video or photo downloader app.",3,2026-03-03 15:34:59
One of the best and my loved app on my phone 🖤,5,2026-03-03 15:29:48
Love ❤️ it !,4,2026-03-03 15:29:15
this good,3,2026-03-03 15:28:30
"The AI on this app makes unfounded, serious accusations against users. Be very careful using this app.",1,2026-03-03 15:24:05
"best of best, I used to decor my room n everything u can find here , excellent app ,, but I don't know why notification showed up user not found n I'm here to re-install bruhh",4,2026-03-03 15:14:39
super,5,2026-03-03 15:13:36
excellent,5,2026-03-03 15:12:29
I just searched for sad drawings and it motivated me,5,2026-03-03 14:57:13
sike,5,2026-03-03 14:55:09
Ty Pinterest I all ways ecstatic things to watch now I have so many of idea by Pinterest and BTS.,5,2026-03-03 14:54:04
I absolutely love the creative minds. i have expanded my hobbies too.,5,2026-03-03 14:33:09
"Pinterest App, if you're into different things you can look stuff up like semi trucks, dragons, polar bears grizzly bears panda bears, hippopotamuses, caterpillar equipment, Dallas cowboys stuff, 49ers stuff, werewolves, it's a super fun interesting app thank you very much",5,2026-03-03 14:30:58
why not give 5 stars 🤩 I'm a gurly gurl duh,5,2026-03-03 14:30:12
"I have had my Pinterest for years, I look for ideas, now you have to scroll through thousands of ads just to find anything. I am NOT on Pinterest to buy paper towel or pharmaceutical or depends jeez. Just sad that it's becoming an advertising platform",3,2026-03-03 14:29:34
The app is really great for finding new and useful items. I think it should develop its own ai to give information about it's images and videos,4,2026-03-03 14:22:43
best app for ideas,5,2026-03-03 14:13:40
why are you not letting me to highlight the comment on my pin ??? its my account and my right to highlight the comment ?????,2,2026-03-03 14:09:53
best app,5,2026-03-03 14:08:53
this app is so cool to make generate picturee,5,2026-03-03 14:04:52
"I love pinterest, I started my boards and pins around the Covid time, and Pinterest was a good friend to me at that time. I still use Pinterest to send out holiday cards and use my pins for recipes, and send out pins to my family and friends. I enjoy pinterest a lot...Ann😇",5,2026-03-03 14:01:06
v good,5,2026-03-03 13:43:16
besttt,5,2026-03-03 13:41:27
very good app,5,2026-03-03 13:41:14
ofcourse 10/10 🌺🌷,5,2026-03-03 13:37:00
SO COOL,5,2026-03-03 13:35:50
"Pinterest! My inspiration app, this service gives me an ideas about my OOTD at my room arrangement, this is my favourite app too.",5,2026-03-03 13:21:39
my fav app. I don't need to socialize here. It's my safe space. I love it here. 🥰 All my interests and new interests manifest in this app.,5,2026-03-03 13:17:35
so helpful in art,5,2026-03-03 13:08:14
fantastic.,5,2026-03-03 12:53:47
😍🥰🥰🥰🥰,5,2026-03-03 12:45:51
it's such a good app l really like it!!!,5,2026-03-03 12:40:16
Just wowwww!,5,2026-03-03 12:39:06
It's easy to use... Very helpful in business advertisement and promotion.,3,2026-03-03 12:27:11
wonderful,5,2026-03-03 12:22:13
best app best application 🏆👍🏆👍🏆👍🏆👍❤️❤️❤️❤️❤️,5,2026-03-03 12:18:33
I rather have this app is so good even if I want to search whatever I want is pop on,5,2026-03-03 12:08:31
so smart watch the day to you so smart and scored full movie song for film city of the best,5,2026-03-03 12:03:30
"Create a cinematic, ultra-realistic DSLR-style portrait of a young Indian man, using the exact same face, skin texture, facial structure, and identity as the uploaded reference image (100% face match, no alteration).The scene celebrates the vibrant festival of Holi, captured in natural outdoor daylight with soft golden sunlight. He is wearing a traditional off-white/light white cotton kurta, slightly wrinkled for realism, with a soft, semi-transparent dupatta/scarf casually draped around his ne",5,2026-03-03 12:00:58
amazing app to online small business,5,2026-03-03 11:30:28
it has very aesthetic vibes,5,2026-03-03 11:23:42
Pinterest is very good and beautiful App,5,2026-03-03 11:23:21
