review,rating,date
very good 👍🏼👍🏼👍🏼👍🏼 app,5,2026-03-07 21:45:52
"Getting constant spam emails over random pins I saved getting taken down for violating yadda yadda, the constant ads showing up more than pins, holy cow this place sucks.",1,2026-03-07 21:30:59
ateeeeeeeeeeeeeeeeeeeeee ooof sorry but it's soooo good 💯,5,2026-03-07 21:28:55
"Dear Pinterest, im getting 3 Panels of Adds on every site, and its only lingerie adds, so if i scroll, i always see 3 halfnaked Chinese girls. the problem here is that my GF doesn't like that. so i cant use Pinterest anymore...",2,2026-03-07 21:20:09
soo good,5,2026-03-07 21:15:51
perfect application,5,2026-03-07 20:39:32
Full of AI slop and is unusable now. At least give us the option to filter out this filth,1,2026-03-07 20:37:05
its supper fun to make ur own wallpapers,5,2026-03-07 20:35:37
fun,5,2026-03-07 20:34:50
great app!,5,2026-03-07 20:22:21
great app for what people are looking for,5,2026-03-07 20:16:00
I love getting new ideas but the pop up ads definitely make it frustrating.,4,2026-03-07 20:10:34
it is a great app,5,2026-03-07 20:00:54
Very helpful and interesting,5,2026-03-07 19:37:10
fantastic 😍!!!,5,2026-03-07 19:35:33
best app I ever see 🍥,5,2026-03-07 19:29:00
really good I just wish they didn't remove the favorite feature,5,2026-03-07 19:25:12
"There are WAY too many ads. When I scroll, I come across 4-5 ads right below/beside each other, 2-4 pins after, and then 4-5 ads AGAIN after the 2-4 pins. Don't even get me started on all the AI stuff. It completely ruins it.",1,2026-03-07 19:24:03
very good,5,2026-03-07 19:21:50
AGHHHHHHHH I love Pinterest ❤️❤️❤️❤️❤️❤️❤️,5,2026-03-07 19:02:46
Great place to store recipes and other things I want to keep. I love trying new stuff and you provide a place for me to keep it.,4,2026-03-07 18:52:21
it's amazing 😍,5,2026-03-07 18:44:18
brilliant,5,2026-03-07 18:43:16
Pinterest is a creative and inspiring platform that helps users organize ideas and discover new content in a simple and visually appealing way.,5,2026-03-07 18:29:09
it's very cute it's very aesthetic if you want ideas for decoration stuffs how to be creative or just for fun it's your app,5,2026-03-07 18:29:04
have no words it is just ✨😘,5,2026-03-07 18:24:54
some times things just go away but I still want it,4,2026-03-07 18:22:57
love the way it does everything and it adds aesthetic to everything just love it !,5,2026-03-07 18:13:07
i appreciate masha'allah,5,2026-03-07 18:10:12
I just love the recipes on this app.,5,2026-03-07 18:03:36
I really enjoy all the different choppy short hairstyles,5,2026-03-07 18:01:39
this app is so nice. I never regretted downloading this app.,5,2026-03-07 17:59:41
U cured my depression Pinterest.. I love u,5,2026-03-07 17:50:08
good,3,2026-03-07 17:45:17
This is super. So many ideas ! I spend hours on Pinterest. Sort of addictive. I'm retired There'd so much to try out and so much to learn. Thank you Pinterest,5,2026-03-07 17:42:56
spectacular,4,2026-03-07 17:35:52
"this app is just a showroom for ads at this point, been using it way less when before it was my go to.",1,2026-03-07 17:32:02
very good,2,2026-03-07 17:29:07
awesome ideas,5,2026-03-07 17:28:57
good job,5,2026-03-07 17:03:52
it's very good,5,2026-03-07 17:02:35
this add locks up my phone everytime.,1,2026-03-07 16:57:38
I love this aap I have no words for this app,5,2026-03-07 16:56:16
good for aesthetic ones😊,5,2026-03-07 16:52:43
ok,1,2026-03-07 16:51:39
I like the wallpaper 👍,5,2026-03-07 16:49:53
Can you please make the delete button on the search page a little bit bigger? Now it's about 1 square picometer big. It's very hard to hit the X when the button is so small. It's almost as you don't want us to delete our search history...,1,2026-03-07 16:39:11
"I really love the variety of things I can find on Pinterest, especially the jokes.",4,2026-03-07 16:38:12
its soooo aesthetic vibe and I like it so much ✨✨,5,2026-03-07 16:36:55
"whenever you are on the main page it, anytime something is saved to a board it automatically refreshes the page. Its the same if you click anything close to the top it turns to automatically refresh when you go back.",3,2026-03-07 16:34:29
I can't comment. I've tried everything and this app won't let me comment for some reason.,2,2026-03-07 16:31:09
yoga app,5,2026-03-07 16:26:55
"Pinterest is excellent if you want to collect, organize, and visually browse recipes. It’s like having a digital recipe scrapbook. I also use it to collect fashion ideas 💡",5,2026-03-07 16:22:47
please Update Pinterest right now,5,2026-03-07 16:20:19
"CANT EVEN MAKE AN ACC EVEN IM TRYING ALL AGE, SO WORST!!!! CANT EVEN RECOVER ACC USING FACEBOOK LOLL!",1,2026-03-07 16:17:02
I love it.,5,2026-03-07 16:16:37
"Good, excellent, superb performance",5,2026-03-07 16:11:27
"ok, I hate you with a passion pintrest, why are you disabling my comments, I am doing literally NOTHING wrong",3,2026-03-07 16:05:26
"I tried to change my age using face verification and it keeps saying I'm not a real person, this is annoying so fix it",1,2026-03-07 16:02:56
This is my go-to inspiration.,5,2026-03-07 16:01:26
excellent,5,2026-03-07 16:00:27
wondarafulla,5,2026-03-07 16:00:26
"it's gone downhill, everything is AI and every link is covered in clickbait. you can barely scroll without accidentally clicking on some garbage",1,2026-03-07 15:58:44
love it. needs an option to report photos as AI and also report photos that show up as AI to let the system know its not AI.,5,2026-03-07 15:55:52
when i have this app i fell like i have evry thing on my phone,5,2026-03-07 15:55:41
this is very India app when I get bored I collect and pin some pictures that I like and I create different boards to save the pins thank you pinterest,5,2026-03-07 15:48:58
nice for boring day,5,2026-03-07 15:38:52
Amazing for everything im looking for!,5,2026-03-07 15:34:38
this the best i have ever seen from this now I can download vedio and upload on YouTube,5,2026-03-07 15:33:47
I'M OBSESSED! THE BEST APP EVER!!,5,2026-03-07 15:27:36
nice app 🌹❤️🤗,5,2026-03-07 15:26:47
Love it.Aesthetic and Creative ideas.,5,2026-03-07 15:16:23
fantastic,5,2026-03-07 15:11:59
jast wow,5,2026-03-07 15:06:57
"it's so nice and it's so clean, thank you for creating this app 😊",5,2026-03-07 15:06:14
girlies gurl🎀🌷😋,5,2026-03-07 15:04:33
it's too good and satisfying avoiding google pics u can use this,5,2026-03-07 15:03:08
my go to apps for ideas!,5,2026-03-07 15:02:51
"Pinterest is an amazing app am so obssesed with it, it's my everyday but in my opinion if you add that downloid all option in every board it would be so perfect, i still give it five stars it's amazing",5,2026-03-07 14:59:50
Best app😀 all in one app,5,2026-03-07 14:57:02
Best app ever,5,2026-03-07 14:55:23
"Very update Pinterest has is a major decline in its performance and the adds are utterly unbearable. It is no longer a safe space or platform where you can find inspiration for creativity or recipes. I would not recommend this app to anyone, ever. Now all you see is an AI infestation like a plague, every other post is either Advertisement or AI. It's a platform that bombardes you by adds and has your personal information leaked by all their 3rd party cookie collections.",1,2026-03-07 14:49:49
I absolutely love this app! It's fun and I even made a vision board with the pictures of things I want to achieve,5,2026-03-07 14:39:37
best app ever,5,2026-03-07 14:32:44
ok some of the time,4,2026-03-07 14:27:59
This is the best app according to me It always shows the best options,5,2026-03-07 14:12:31
where is the favourite button?just yesterday I could favourite pins I liked in my saved pins. I have like 2 thousand pins saved. how am I supposed to to find the one in looking for??,1,2026-03-07 14:05:33
love it,5,2026-03-07 14:01:38
yes this is better for other thing and drawing and,5,2026-03-07 13:58:30
way better than Google,4,2026-03-07 13:55:46
just tell me what did I do to get my account ban,1,2026-03-07 13:44:32
"luv this app, it's an interesting app. get it interesting pinterest✌",5,2026-03-07 13:35:39
for 5 year olds a creative app like this one,5,2026-03-07 13:26:41
w app,5,2026-03-07 13:21:32
nice app for skeching,5,2026-03-07 13:19:37
It's great,5,2026-03-07 13:17:51
The best app best of the word ✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑,5,2026-03-07 13:10:31
I am obsessed with this app it is very useful 🤩 and it is perfect I use to use TikTok and insta but after I downloaded it I have been using daily,5,2026-03-07 13:05:17
Pinterest is the BEST APP EVER FOR THE GURLYS like you can get all the photos you NEED like kawaii Gyaru etc but TRY IT YOU WILL LOVE IT🤏🤏,5,2026-03-07 12:58:24
wonder ful app with ideas,5,2026-03-07 12:50:01
lee205pin / Pinterest has any image that you would want! 💯❤️,5,2026-03-07 12:46:53
"Got suspended after less than a hour of just only looking through posts. Shameful moderation, lackluster digital security.",1,2026-03-07 12:28:29
Pinterest is so enjoying app because it's help me to edit my project it's so beautiful to use I love it 10/10🤍,5,2026-03-07 12:26:22
"Seriously, it's great. BUT PLEASE, DON'T USE OTHER PEOPLE'S ACCOUNTS TO SEND NEWLY DOWNLOADED IMAGES JUST BECAUSE YOU ONCE SHARED A PIN. ADD A DELETE MESSAGE FEATURE, AND ALSO REDUCE THE AI AI AI👹",4,2026-03-07 12:11:02
love,5,2026-03-07 12:08:25
this is a very good app for especially teens u can take ideas I realy in love with this <3,3,2026-03-07 11:45:31
"I try to sign in on Pinterest BOOM oops can't sign in ONLY THE YEAR, higher nope lower also nope I can't sign in they need to change that any year except 2010 or lower can't sign in you can't just put no year is allowed",1,2026-03-07 11:32:24
💗,5,2026-03-07 11:31:06
aesthetics ends here... ✨🎀💅,5,2026-03-07 11:25:57
excellent app,5,2026-03-07 11:18:02
bast PNG apps,5,2026-03-07 10:57:32
all good 👍 👌 😌,5,2026-03-07 10:50:10
"lots of AI generated images pretending to be real and decieving us, I am doing crochet for some years and I can understand very well if a piece of crochet is AI or not.",1,2026-03-07 10:46:15
I can't sign in,1,2026-03-07 10:45:09
good,5,2026-03-07 10:42:50
i didn't like app 😡,1,2026-03-07 10:42:41
i collage si fanno velocissimo e con tutti i materiali in piu ci sono foto di tutti i tipi e devo ringraziare chi le mette,5,2026-03-07 10:42:01
this is NOT the Pinterest I had on my old phone -,1,2026-03-07 10:24:08
this is amazing app🤌❤🌷,5,2026-03-07 10:10:39
super app,5,2026-03-07 10:08:38
fantastic,5,2026-03-07 10:05:10
very good app for entertainment,5,2026-03-07 10:01:37
i love the foto,5,2026-03-07 09:52:11
love 💕,5,2026-03-07 09:48:49
very nice apps,5,2026-03-07 09:43:01
fantastic 😍,5,2026-03-07 09:41:53
amazing 🤩🤩,4,2026-03-07 09:35:02
Good,5,2026-03-07 09:13:48
belissima müqoooo,5,2026-03-07 09:10:27
𝗕𝗮𝘀𝘁 𝗮𝗽𝗽,2,2026-03-07 09:08:04
sometimes it bothers,2,2026-03-07 08:47:56
it's good,4,2026-03-07 08:45:25
Good App!!,5,2026-03-07 08:45:23
good,5,2026-03-07 08:38:38
good,5,2026-03-07 08:32:53
very nice,5,2026-03-07 08:31:41
cool,5,2026-03-07 08:29:22
very portable,5,2026-03-07 08:27:25
best photo app ever,5,2026-03-07 08:17:55
"Worst UI ever , very annoying sometimes it gives you experience, totally disheartened",1,2026-03-07 08:06:53
"I love pinterest because it's a great place to discover creative ideas and inspiration. ♥️ whether fashion, recipes...just name it and Pinterest got you...",5,2026-03-07 07:54:22
"Just like every other single app that used to be actually engaging, inspiring and fun, it's now just an AI slop filled and moderated garbage dump",1,2026-03-07 07:51:18
Good,5,2026-03-07 07:46:25
I can't danload on my xplayer anymore,5,2026-03-07 07:39:26
it's very useful,5,2026-03-07 07:28:41
"I am 19 years old and it does not let me make an account, it keeps saying that I am not eligible for this app.",1,2026-03-07 07:21:11
"This app is tooo much good for an artist , you can found any kind of image from this app and even you can download image from this app so if you doesn't have internet you don't have to worry you can simply download image",5,2026-03-07 07:17:38
very useful and lot of thoughts to improve ourself,5,2026-03-07 07:00:53
their were so many photos I wanted,5,2026-03-07 06:59:55
downloading problem 😥,2,2026-03-07 06:50:32
best the feeling like a dream,5,2026-03-07 06:46:34
"I really like this app, I have been using it for like a while now. no feedbacks from me. I like this app.",5,2026-03-07 06:43:26
i really love this app so much ideas and creativity and lots of things in this app which inspires me to create anything and see ideas like outfits drawing and poems and many more things which inspires me very fabulous app 😍😍,5,2026-03-07 06:43:17
we can find latest trends,5,2026-03-07 06:36:27
Disappointed in the AI management,1,2026-03-07 06:33:15
this is the best app whatever I have seen. 😭😌🦋✨,5,2026-03-07 06:31:18
soo cute,5,2026-03-07 06:26:36
"Pinterest is a very useful app for discovering ideas and inspiration. I can find and save creative content like recipes, fashion, home décor, and DIY projects. The interface is simple and easy to browse. Overall, it is a great app for exploring new ideas and staying inspired. 👍",5,2026-03-07 06:02:47
nice app,5,2026-03-07 05:54:50
amazing app,4,2026-03-07 05:48:44
good,5,2026-03-07 05:34:31
❤️❤️❤️,5,2026-03-07 05:27:51
nice,5,2026-03-07 05:18:38
Best app to uplode your drawings and watch and draw other drawing,5,2026-03-07 05:12:59
it is a very nice app you can find anything you want and make your ones too,4,2026-03-07 05:11:21
very useful it's funtastic,5,2026-03-07 04:53:03
nice background in this app,5,2026-03-07 04:42:17
BEST APP EVER. BEST WEBSITE BEFORE THAT.,5,2026-03-07 04:37:07
best app ever I had used it it's so excellent 👌🏻👌🏻👌🏻,5,2026-03-07 04:30:05
It's very very very good,5,2026-03-07 04:28:07
i use this somtimes for the nail art,3,2026-03-07 04:25:25
❤️‍🔥,5,2026-03-07 04:23:21
I didn't like it,1,2026-03-07 04:06:57
Too many ads,1,2026-03-07 03:59:24
It is Amazing.,5,2026-03-07 03:57:32
👍,5,2026-03-07 03:51:16
very fun and entertaining,5,2026-03-07 03:50:43
"I love my Pinterest App. I refer back to it always for things I have saved, things that have personal meanings to me, cooking, recipes, shopping. If I lost it all, I would be devastated!",5,2026-03-07 03:46:54
5 star 👍,5,2026-03-07 03:27:20
"I used to love pinterest, and I still use it nearly daily. It's just annoying to use most days. My main issues: The AI 🌽 problem is still pretty bad. Ads load faster than pins and sometimes take up my whole screen. Barely click on an ad? Now you're going to its website. You can't remove ads either, btw. Like 15 emails a day for ""my pins"" that go against community guidelines. But I'm not the one who posted the pin, and I can't even see what was removed. I can't even unsub from the emails.",1,2026-03-07 03:25:33
very useful & helpful... intresting app💯🙌🏻,5,2026-03-07 03:22:54
A masterpiece of art and visuals,5,2026-03-07 03:14:32
love how easy it is to make collages on the app,5,2026-03-07 02:49:58
it's a real awesome app if you like to save Important things to do and wish list and things of that nature,5,2026-03-07 02:38:20
Enjoying,5,2026-03-07 02:37:40
"i personally use pinterest for personal purposes only, so it helps me in making great Collages, vision boards and getting different topics aesthetic pictures.",5,2026-03-07 02:28:59
very helpful. I love this app.,5,2026-03-07 02:16:51
It is the best app to do designs,5,2026-03-07 01:56:11
very good,5,2026-03-07 01:37:35
good one for using,5,2026-03-07 01:22:20
one of my favorites,5,2026-03-07 01:19:29
"my original 2017 rating was 5 stars. now, its 2. It's fine if you have a curated cook book like me that you come back to reference and you can still seek out specific things but ..... 3/4 of your feed is gonna be ads with wildly distorted AI images. it's essentially one big ad blog.",2,2026-03-07 01:10:00
Optinla,5,2026-03-07 00:49:50
Great app for finding ideas and inspiration.,5,2026-03-07 00:07:40
"The best app, I recommend it. ♥",5,2026-03-07 00:01:00
"I like writing hints. October. I like upgrades that work, are easier! Dec '19",4,2026-03-06 23:51:58
"Full of AI. AI that you're automatically opted-in to. Even when you try to turn off all the AI, you still get images marked ""AI modified."" Not even to mention the ads. Half the screen is constantly playing annoying videos, let me find beautiful (HUMAN MADE) artworks and memes in peace! The occasional ad is fine, you gotta make your money I get it, but jeez this app has gone downhill.",1,2026-03-06 23:38:02
ok,5,2026-03-06 22:52:30
it a reliable app,5,2026-03-06 22:48:11
I'm having a great experience with this app it's really helpful and I'm learning about the things that interest me and I'm finding out about things that i need to do and want to achieve moving forward thanks,5,2026-03-06 22:27:49
"App converted to ad-rape. This is the beginning of your fall. You have had all the ingredients to make ads work, but you effed it up... The feed is flooded with disguised ads and browsing has turned from enjoyment to reluctance, because I have 13 opened tabs in my browser because of your dirty tactic.",2,2026-03-06 22:24:06
अच्छी क्वालिटी,5,2026-03-06 22:03:46
"amazing! so useful for anything, cooking, Fandom, art, lifestyle! anyone could use this app!",5,2026-03-06 22:03:10
"App has been ruined, don't download it",1,2026-03-06 22:00:54
your ads is getting annoying. it keeps giving me creepy face. it gives me halloween ads IN MARCH???? ugh..,1,2026-03-06 21:48:35
amazing,5,2026-03-06 21:44:49
love app,4,2026-03-06 21:28:14
"it used to be a great tool, now it's mostly ads. It's only somewhat usable if you know what you are searching for, then you have to scroll past numerous ads that take up half of the screen space. I've turned off third party sharing and now, despite saying that the feed is based on likes and pins, it would show me random ugly stuff despite me clicking to show me less like that. even if I do happen to find pretty pictures, majority of them are Ai even after turning off Ai in search.",2,2026-03-06 21:21:06
Great App,5,2026-03-06 21:14:50
Filled with so much ads its absolutely horrible,1,2026-03-06 21:04:57
very good !,5,2026-03-06 20:48:43
excellent app. works fast & shows HD photos. has proper categories & has almost every kind of results I want. Greatttt app!!,5,2026-03-06 20:47:45
sometimes you can't get what your looking for,4,2026-03-06 20:46:47
"an absurd amount of ads now, very disappointing to see every other ""pin"" be either sponsored or straight up link to another online store",3,2026-03-06 20:42:41
"it provides all pins one wishes to see, it is a great app.",5,2026-03-06 20:36:54
fantastic ideas for crafting mainly carding and quilting also some very nice recipes,5,2026-03-06 20:35:49
"UPDATED AGAINST MY PERMISSION SETTINGS AND RUINED THE UI COMPLETELY, WHERE THE HELL ARE THE COMMENTS ON POSTS???",1,2026-03-06 20:30:18
"I have been trying to logging the app in my new phone it's not working, always showing service timeout try in 30 minutes time I have uninstalled and installed the app it keeps saying the same thing tried using a new email too it's not working pls help",1,2026-03-06 20:29:39
"Ive been using this app for a couple years now and it has gone downhill. At this point, I can't even use the boards properly. it takes three to four tries to pin anything, and I can't move a single pin in a board without it glitching and jumbling everything up. theres AI all throughout the app, and honestly it's ruining the entire thing. please for the love of God fix this.",1,2026-03-06 20:26:08
"SO MANY ADS! For every 4 ads you get 1 pin that isn't an ad, but it probably isn't related to your search query either. I used to love Pinterest, but the ads are out of control and it's ridiculous we can't limit them more.",2,2026-03-06 20:23:14
"I literally see more ads than I do actual posts these days. half the time the ads themselves are blatantly breaking pinterests terms and conditions (ie by being sexual in nature), meanwhile actual pins i have that have no more than barbie doll style nudity for drawing tutorials are removed with prejudice. ive gotten to the point where if I accidentally click on an ad by scrolling from its side of the screen ill just report it. so glad to see pinterest cares more about corporations than users.",1,2026-03-06 20:14:46
"this app is so buggy and glitchy and the content moderation is handled only by ai causing pins to get wrongfully deleted, videos won't even play, comments disappear, among many other things please fix it",2,2026-03-06 19:55:45
"Pinterest is my goto app for crafts, exercise videos, and many other interests. It is easy to use, easy to save items, and very integrated. I always find many things I am interested in.",5,2026-03-06 19:52:23
I love the versatility of Pinerest. It is up to date. it has all the recipes I need. it has a lot of health issues questions and other subjects.,4,2026-03-06 19:48:46
amazing recipes and ideas...I am.addicted to Pinterest,5,2026-03-06 19:47:45
I LOVE PINTREST,5,2026-03-06 19:44:07
pure peak✨️,5,2026-03-06 19:37:09
Great💋💖,5,2026-03-06 19:33:58
very useful and helpful ☺️ app,4,2026-03-06 19:28:05
"It's really bad, it glitches and lags and does anything but work like an actual proper app, gc's can only hold 10 people we gotta increase the limit, Pinterest lags more than my ex-friends boyfriends cheating on them. Do better Pinterest.",1,2026-03-06 19:27:56
"I really like this app and the kind of content here. But the glitches are really frustrating. Comment section often doesn’t post comments (button just doesn’t respond), cursor jumps while editing text, sometimes video audio plays but video freezes even after refresh, This happens almost every day,pretty sure it's happening with most of the users,pls fix these issues.",4,2026-03-06 19:25:25
goo hai bhai goo hai,1,2026-03-06 19:16:42
this app is the best app for looking up anything art wise love it,5,2026-03-06 19:14:12
it is just Great,5,2026-03-06 19:13:03
"the best app ever , in love with it",5,2026-03-06 18:55:57
love being able to see and keep recipes.,5,2026-03-06 18:52:35
nice 👍,5,2026-03-06 18:36:39
this app is wow pintrest is cool app in the world it life style for the best friend me hi to me hi to me hi to mein ne mita so much my dear app,5,2026-03-06 18:32:51
very helpful,5,2026-03-06 18:31:19
"I used to love Pinterest, but lately there are an insane amount of paid ads and it is really disappointing. I'm looking for ideas of how and what other people make, not what I could buy. E.g. I searched for wedding bouquet ideas, and the results are inundated by fake flower arrangements to buy from Temu, eBay, Etsy, and so on. Seriously? Pinterest is losing its integrity. It used to be the most amazing community to share ideas; now it is trying to divert you to shop cheap and ready.",2,2026-03-06 18:26:37
awesome 👌,5,2026-03-06 18:20:19
awesome 👌,4,2026-03-06 18:18:37
Ohh God this app is literally aesthetic and retablest I am in love with Pinterest you can also earm money on this app lots of love from me,5,2026-03-06 18:16:13
I don't like the app keeps coming up all the time.,1,2026-03-06 18:09:28
good app is m ap ko Jo be chair wo sab de ga ye app ap ko Sirf search karoo amazing 😍 app plz Dowlond the Pinterest app,5,2026-03-06 18:07:41
very interesting,3,2026-03-06 18:01:09
I love Pinterest for a convenient way to find new and improved ideas for anything.,5,2026-03-06 18:00:49
good for me,5,2026-03-06 17:57:28
nothing but AI slop even if you turn it off in settings. completely worthless now,1,2026-03-06 17:56:43
I can't describe but the only word to say is this is amazing 😍🤩🤩🤩🌷🌷🌸,5,2026-03-06 17:51:59
my Experience was great because i got to sketch and draw and it got me lots of cool and mythical things that i could imagine it in my head,5,2026-03-06 17:42:37
Obsessed!!!!!!!,5,2026-03-06 17:41:20
good,5,2026-03-06 17:25:24
very nice app,5,2026-03-06 17:18:52
"Such an amazing app for me cause I'm k-tuber and you know how much k-tubers want pics,clips and all that so thank you pinterest 💘💘💘🔥🔥🔥🥰🥰🥰💫💫💫",5,2026-03-06 17:16:00
nice 👍🏻,5,2026-03-06 17:03:02
The is besttttttttt ❤️❤️❤️❤️,5,2026-03-06 16:56:02
I love this app because it filled with lots of cool stuff's,5,2026-03-06 16:47:32
this app is not open to right date of birth,1,2026-03-06 16:45:42
I like the pictures it's so nice to see,5,2026-03-06 16:41:00
it is really useful for editing,5,2026-03-06 16:24:48
Just love it,5,2026-03-06 16:20:32
best app ever for Ideas,5,2026-03-06 16:16:26
"Please fix this huge issue that I'm having, which is that I want to save sponsored ads! I'm very upset about having to open up the ad and search it to put it on my Pinterest. Fix this!!!!!",3,2026-03-06 16:16:05
"this app genuinely has the worst AI ever, not only is the app full of ai images but the app also Uses AI to delete violations and will violate and take down your accout and it you try to appeal it you'll just get an AI generated response, my account was taken down along my friends for random images and they refuse to show you the images your accout was taken down for but they will also refuse to take down the accounts that have literally disturbing and inappropriate children's content on it.",1,2026-03-06 16:13:03
I hate one I change my username,1,2026-03-06 16:05:13
I've noticed that pedophiles are all over in this app and I started to avoid using the app because of that reason,1,2026-03-06 16:04:08
"Love it, always use it for images for nail inspiration, OCs, etc. Lots of variety, nothing to complain about. Ads aren't annoying and are just there as you scroll",5,2026-03-06 15:45:11
approved,5,2026-03-06 15:36:47
this aap was awesome 😎,5,2026-03-06 15:35:37
Very aesthetic,5,2026-03-06 15:33:08
I love this app. but the problem it shows same pin again and again,3,2026-03-06 15:32:55
💗✨,5,2026-03-06 15:23:44
i like this app having cool things,5,2026-03-06 15:22:53
This is good,5,2026-03-06 15:10:05
"An amazingly devine app!! I've been using it for years and have no complaint with it and literally I enjoyed using it ,, the features and the aesthetic and there's more but I loved this app!! it's just that it's been bugging and not working showing updates are on way for daysss please fix it I need it for my projects and other works so pleasee fix it🥺.. I miss using Pinterest in my daily lifeee",4,2026-03-06 15:04:25
nice app,5,2026-03-06 14:58:26
extrodinaray,5,2026-03-06 14:54:08
I am a creator at pinterest and this app gives me very good Ideas so you can download this app,5,2026-03-06 14:38:17
"This app is really so good and Best app . Now , I am regretting that why I didn't installed it before , I really love this app",5,2026-03-06 14:38:15
you always show exactly what I want to see,5,2026-03-06 14:35:24
The best aap,5,2026-03-06 14:32:20
this is the best app in my phone,5,2026-03-06 14:24:53
nice but I need money,5,2026-03-06 14:22:05
I love this app as this app has much to show,5,2026-03-06 14:15:11
app really work and too many adds,1,2026-03-06 14:13:13
very very good!,5,2026-03-06 14:12:55
चांगला पाहिला car Indian cartoon family cartoon bus truck,5,2026-03-06 14:10:14
this is very useful and great app,5,2026-03-06 14:09:38
THAT IS SOO GOOD IN FOR WALLPAPER ANDD OTHER IT NICE.,5,2026-03-06 14:08:47
Good,4,2026-03-06 14:03:35
this app is very usefull must download,5,2026-03-06 13:55:53
I just love the app,5,2026-03-06 13:51:54
"you give out & make available TO MUCH PERSONAL INFORMATION, TO OTHERS, WHICH CAUSES MULTITUDE OF UNNECESSARY, SPAM & TELEMARKETER PHONE CALLS. THNKS.",5,2026-03-06 13:47:28
EXCELLENT,5,2026-03-06 13:37:40
great,5,2026-03-06 13:31:55
very nice 👌 👍 👏 😀 ☺️ 😊 👌,5,2026-03-06 13:21:52
"50% of the app is ads and the rest is fake AI posts with no way to turn it off and get real posts, because the app can't tell the difference. 'See less like this' never works for anything, real or AI. The algorithm constantly floods my feed with random topics I've never looked at, and it's impossible to prune. Edit: I figured out the AI issue. If you select any interests, your feed will be relentlessly flooded with AI, even if you have GenAI interests turned off. Turn off regular interests too.",1,2026-03-06 12:49:04
good luck 👍,5,2026-03-06 12:42:09
this is gooooooooooooooood❤️❤️❤️,5,2026-03-06 12:41:35
nice,5,2026-03-06 12:40:02
I love it,5,2026-03-06 12:36:42
Oke,5,2026-03-06 12:30:28
I love this app. I have gotten so many ideas,5,2026-03-06 12:22:00
luv it for my wallpapers and stuff on there is funny,5,2026-03-06 12:10:17
"I love this app. but im tired of getting warnings for pins that I didn't even post, it's just stiff I have saved. it's really annoying. the other day I saved a pin of a dragon, then a few days later it said that I was getting a warning for copyright? huh? I didn't steal the pin, I just saved it to one of my boards",4,2026-03-06 12:09:43
will I downloaded Pinterest because I was interested but now every time I want to see something it tells me I have to download the app and I did already so fix it or I'll uninstall it,1,2026-03-06 12:09:43
niceapp,5,2026-03-06 12:07:31
"I was just looking for new wallpaper? WOW? SO MUCH MORE! I have new tatoo ideals, etc.. Great job",5,2026-03-06 12:03:52
very nice looking 👍👍👍,5,2026-03-06 12:01:23
nice,5,2026-03-06 11:56:30
"Great ideas for the garden come up on this site eg tyres and chimney pots, love it.",5,2026-03-06 11:51:57
love this app! Had it for years. my to go place for everything from cooking to crafts.,5,2026-03-06 11:48:36
mind glowing app nice app 1.10 written you are a genius 🤩,5,2026-03-06 11:44:49
there are so many images to choose from,5,2026-03-06 11:41:34
very nice 👍🏻 I loved it,5,2026-03-06 11:29:32
such a best app for new creative ideas. made for girlies for sure.,5,2026-03-06 11:20:12
love the app!! can search anything!,5,2026-03-06 11:08:55
i have been tired of it whenever i try to open it lags and either it has bugs always please resolve it,1,2026-03-06 10:56:08
"i often use pinterest to find my outfit and aesthetic there. It is very helpful to me. Also, u can find wallpaper that fits u.",5,2026-03-06 10:51:59
luvvv ittt,5,2026-03-06 10:47:08
i love this app very useful and asthetic,5,2026-03-06 10:45:35
nice,5,2026-03-06 10:38:01
