review,rating,date,clean_review,polarity,sentiment
"I, unfortunately, at times, spend hours scrolling through wallpapers, tattoos & shopping. I love Pinterest because there is nothing I cannot find and it aligns automatically with my special interests.",5,2026-03-08 00:58:02,i unfortunately at times spend hours scrolling through wallpapers tattoos shopping i love pinterest because there is nothing i cannot find and it aligns automatically with my special interests,0.11904761904761905,Positive
Funny app!😚😋,5,2026-03-08 00:40:22,funny app,0.25,Positive
open not properly,2,2026-03-08 00:32:55,open not properly,0.0,Neutral
The app is great. I love it. But it would be better if you give us an option where we can delete our saved pins.,4,2026-03-08 00:20:49,the app is great i love it but it would be better if you give us an option where we can delete our saved pins,0.6,Positive
Pinterest has a lot of helpful information that I use on a daily basis. Thank you.,5,2026-03-08 00:19:48,pinterest has a lot of helpful information that i use on a daily basis thank you,0.0,Neutral
it is so east to find thinge,5,2026-03-08 00:08:14,it is so east to find thinge,0.0,Neutral
"they have changed a lot up it's all clutter, Not much interesting .",1,2026-03-08 00:03:40,they have changed a lot up its all clutter not much interesting ,-0.25,Negative
👌,3,2026-03-07 23:35:11,,0.0,Neutral
Very good,1,2026-03-07 23:32:37,very good,0.9099999999999999,Positive
"Enjoy Pinterest but to much AI now and the older pictures are hard to find if at all and the save button i don't like the option to save a pin then get blocked because someone didn't want their pin saved. I use the app daily, but I don't like feeling like i did something wrong by saving a pin and thinking it's okay because it's optional.",4,2026-03-07 23:23:20,enjoy pinterest but to much ai now and the older pictures are hard to find if at all and the save button i dont like the option to save a pin then get blocked because someone didnt want their pin saved i use the app daily but i dont like feeling like i did something wrong by saving a pin and thinking its okay because its optional,0.06785714285714287,Positive
i really love this app....its super fun,5,2026-03-07 23:07:26,i really love this appits super fun,0.37777777777777777,Positive
useless,1,2026-03-07 22:49:51,useless,-0.5,Negative
"The best app for anyone, anywhere, anytime!",5,2026-03-07 22:37:29,the best app for anyone anywhere anytime,1.0,Positive
???? nothing loads on or off wifi and it still shows me AI content when I have turned off AI,1,2026-03-07 22:26:22, nothing loads on or off wifi and it still shows me ai content when i have turned off ai,0.0,Neutral
very good,5,2026-03-07 22:15:56,very good,0.9099999999999999,Positive
it helps me a lot cause I am a youtube editor so ut helps me alot to find photos,5,2026-03-07 22:07:59,it helps me a lot cause i am a youtube editor so ut helps me alot to find photos,0.0,Neutral
very good 👍🏼👍🏼👍🏼👍🏼 app,5,2026-03-07 21:45:52,very good app,0.9099999999999999,Positive
"Getting constant spam emails over random pins I saved getting taken down for violating yadda yadda, the constant ads showing up more than pins, holy cow this place sucks.",1,2026-03-07 21:30:59,getting constant spam emails over random pins i saved getting taken down for violating yadda yadda the constant ads showing up more than pins holy cow this place sucks,-0.08412698412698412,Negative
ateeeeeeeeeeeeeeeeeeeeee ooof sorry but it's soooo good 💯,5,2026-03-07 21:28:55,ateeeeeeeeeeeeeeeeeeeeee ooof sorry but its soooo good ,0.09999999999999998,Positive
"Dear Pinterest, im getting 3 Panels of Adds on every site, and its only lingerie adds, so if i scroll, i always see 3 halfnaked Chinese girls. the problem here is that my GF doesn't like that. so i cant use Pinterest anymore...",2,2026-03-07 21:20:09,dear pinterest im getting panels of adds on every site and its only lingerie adds so if i scroll i always see halfnaked chinese girls the problem here is that my gf doesnt like that so i cant use pinterest anymore,0.0,Neutral
soo good,5,2026-03-07 21:15:51,soo good,0.7,Positive
perfect application,5,2026-03-07 20:39:32,perfect application,1.0,Positive
Full of AI slop and is unusable now. At least give us the option to filter out this filth,1,2026-03-07 20:37:05,full of ai slop and is unusable now at least give us the option to filter out this filth,0.024999999999999994,Positive
its supper fun to make ur own wallpapers,5,2026-03-07 20:35:37,its supper fun to make ur own wallpapers,0.44999999999999996,Positive
fun,5,2026-03-07 20:34:50,fun,0.3,Positive
great app!,5,2026-03-07 20:22:21,great app,0.8,Positive
great app for what people are looking for,5,2026-03-07 20:16:00,great app for what people are looking for,0.8,Positive
I love getting new ideas but the pop up ads definitely make it frustrating.,4,2026-03-07 20:10:34,i love getting new ideas but the pop up ads definitely make it frustrating,0.05909090909090908,Positive
it is a great app,5,2026-03-07 20:00:54,it is a great app,0.8,Positive
Very helpful and interesting,5,2026-03-07 19:37:10,very helpful and interesting,0.35,Positive
fantastic 😍!!!,5,2026-03-07 19:35:33,fantastic ,0.4,Positive
best app I ever see 🍥,5,2026-03-07 19:29:00,best app i ever see ,1.0,Positive
really good I just wish they didn't remove the favorite feature,5,2026-03-07 19:25:12,really good i just wish they didnt remove the favorite feature,0.6,Positive
"There are WAY too many ads. When I scroll, I come across 4-5 ads right below/beside each other, 2-4 pins after, and then 4-5 ads AGAIN after the 2-4 pins. Don't even get me started on all the AI stuff. It completely ruins it.",1,2026-03-07 19:24:03,there are way too many ads when i scroll i come across ads right belowbeside each other pins after and then ads again after the pins dont even get me started on all the ai stuff it completely ruins it,0.12767857142857142,Positive
very good,5,2026-03-07 19:21:50,very good,0.9099999999999999,Positive
AGHHHHHHHH I love Pinterest ❤️❤️❤️❤️❤️❤️❤️,5,2026-03-07 19:02:46,aghhhhhhhh i love pinterest ,0.5,Positive
Great place to store recipes and other things I want to keep. I love trying new stuff and you provide a place for me to keep it.,4,2026-03-07 18:52:21,great place to store recipes and other things i want to keep i love trying new stuff and you provide a place for me to keep it,0.3278409090909091,Positive
it's amazing 😍,5,2026-03-07 18:44:18,its amazing ,0.6000000000000001,Positive
brilliant,5,2026-03-07 18:43:16,brilliant,0.9,Positive
Pinterest is a creative and inspiring platform that helps users organize ideas and discover new content in a simple and visually appealing way.,5,2026-03-07 18:29:09,pinterest is a creative and inspiring platform that helps users organize ideas and discover new content in a simple and visually appealing way,0.32727272727272727,Positive
it's very cute it's very aesthetic if you want ideas for decoration stuffs how to be creative or just for fun it's your app,5,2026-03-07 18:29:04,its very cute its very aesthetic if you want ideas for decoration stuffs how to be creative or just for fun its your app,0.41250000000000003,Positive
have no words it is just ✨😘,5,2026-03-07 18:24:54,have no words it is just ,0.0,Neutral
some times things just go away but I still want it,4,2026-03-07 18:22:57,some times things just go away but i still want it,0.0,Neutral
love the way it does everything and it adds aesthetic to everything just love it !,5,2026-03-07 18:13:07,love the way it does everything and it adds aesthetic to everything just love it ,0.5,Positive
i appreciate masha'allah,5,2026-03-07 18:10:12,i appreciate mashaallah,0.0,Neutral
I just love the recipes on this app.,5,2026-03-07 18:03:36,i just love the recipes on this app,0.5,Positive
I really enjoy all the different choppy short hairstyles,5,2026-03-07 18:01:39,i really enjoy all the different choppy short hairstyles,0.05,Positive
this app is so nice. I never regretted downloading this app.,5,2026-03-07 17:59:41,this app is so nice i never regretted downloading this app,0.6,Positive
U cured my depression Pinterest.. I love u,5,2026-03-07 17:50:08,u cured my depression pinterest i love u,0.5,Positive
good,3,2026-03-07 17:45:17,good,0.7,Positive
This is super. So many ideas ! I spend hours on Pinterest. Sort of addictive. I'm retired There'd so much to try out and so much to learn. Thank you Pinterest,5,2026-03-07 17:42:56,this is super so many ideas i spend hours on pinterest sort of addictive im retired thered so much to try out and so much to learn thank you pinterest,0.24666666666666665,Positive
spectacular,4,2026-03-07 17:35:52,spectacular,0.6,Positive
"this app is just a showroom for ads at this point, been using it way less when before it was my go to.",1,2026-03-07 17:32:02,this app is just a showroom for ads at this point been using it way less when before it was my go to,-0.16666666666666666,Negative
very good,2,2026-03-07 17:29:07,very good,0.9099999999999999,Positive
awesome ideas,5,2026-03-07 17:28:57,awesome ideas,1.0,Positive
good job,5,2026-03-07 17:03:52,good job,0.7,Positive
it's very good,5,2026-03-07 17:02:35,its very good,0.9099999999999999,Positive
this add locks up my phone everytime.,1,2026-03-07 16:57:38,this add locks up my phone everytime,0.0,Neutral
I love this aap I have no words for this app,5,2026-03-07 16:56:16,i love this aap i have no words for this app,0.5,Positive
good for aesthetic ones😊,5,2026-03-07 16:52:43,good for aesthetic ones,0.7,Positive
ok,1,2026-03-07 16:51:39,ok,0.5,Positive
I like the wallpaper 👍,5,2026-03-07 16:49:53,i like the wallpaper ,0.0,Neutral
Can you please make the delete button on the search page a little bit bigger? Now it's about 1 square picometer big. It's very hard to hit the X when the button is so small. It's almost as you don't want us to delete our search history...,1,2026-03-07 16:39:11,can you please make the delete button on the search page a little bit bigger now its about square picometer big its very hard to hit the x when the button is so small its almost as you dont want us to delete our search history,-0.16333333333333333,Negative
"I really love the variety of things I can find on Pinterest, especially the jokes.",4,2026-03-07 16:38:12,i really love the variety of things i can find on pinterest especially the jokes,0.25,Positive
its soooo aesthetic vibe and I like it so much ✨✨,5,2026-03-07 16:36:55,its soooo aesthetic vibe and i like it so much ,0.2,Positive
"whenever you are on the main page it, anytime something is saved to a board it automatically refreshes the page. Its the same if you click anything close to the top it turns to automatically refresh when you go back.",3,2026-03-07 16:34:29,whenever you are on the main page it anytime something is saved to a board it automatically refreshes the page its the same if you click anything close to the top it turns to automatically refresh when you go back,0.16666666666666666,Positive
I can't comment. I've tried everything and this app won't let me comment for some reason.,2,2026-03-07 16:31:09,i cant comment ive tried everything and this app wont let me comment for some reason,0.0,Neutral
yoga app,5,2026-03-07 16:26:55,yoga app,0.0,Neutral
"Pinterest is excellent if you want to collect, organize, and visually browse recipes. It’s like having a digital recipe scrapbook. I also use it to collect fashion ideas 💡",5,2026-03-07 16:22:47,pinterest is excellent if you want to collect organize and visually browse recipes its like having a digital recipe scrapbook i also use it to collect fashion ideas ,0.3333333333333333,Positive
please Update Pinterest right now,5,2026-03-07 16:20:19,please update pinterest right now,0.2857142857142857,Positive
"CANT EVEN MAKE AN ACC EVEN IM TRYING ALL AGE, SO WORST!!!! CANT EVEN RECOVER ACC USING FACEBOOK LOLL!",1,2026-03-07 16:17:02,cant even make an acc even im trying all age so worst cant even recover acc using facebook loll,-1.0,Negative
I love it.,5,2026-03-07 16:16:37,i love it,0.5,Positive
"Good, excellent, superb performance",5,2026-03-07 16:11:27,good excellent superb performance,0.9,Positive
"ok, I hate you with a passion pintrest, why are you disabling my comments, I am doing literally NOTHING wrong",3,2026-03-07 16:05:26,ok i hate you with a passion pintrest why are you disabling my comments i am doing literally nothing wrong,-0.26666666666666666,Negative
"I tried to change my age using face verification and it keeps saying I'm not a real person, this is annoying so fix it",1,2026-03-07 16:02:56,i tried to change my age using face verification and it keeps saying im not a real person this is annoying so fix it,-0.45,Negative
This is my go-to inspiration.,5,2026-03-07 16:01:26,this is my goto inspiration,0.0,Neutral
excellent,5,2026-03-07 16:00:27,excellent,1.0,Positive
wondarafulla,5,2026-03-07 16:00:26,wondarafulla,0.0,Neutral
"it's gone downhill, everything is AI and every link is covered in clickbait. you can barely scroll without accidentally clicking on some garbage",1,2026-03-07 15:58:44,its gone downhill everything is ai and every link is covered in clickbait you can barely scroll without accidentally clicking on some garbage,0.05,Positive
love it. needs an option to report photos as AI and also report photos that show up as AI to let the system know its not AI.,5,2026-03-07 15:55:52,love it needs an option to report photos as ai and also report photos that show up as ai to let the system know its not ai,0.5,Positive
when i have this app i fell like i have evry thing on my phone,5,2026-03-07 15:55:41,when i have this app i fell like i have evry thing on my phone,0.0,Neutral
this is very India app when I get bored I collect and pin some pictures that I like and I create different boards to save the pins thank you pinterest,5,2026-03-07 15:48:58,this is very india app when i get bored i collect and pin some pictures that i like and i create different boards to save the pins thank you pinterest,-0.09999999999999999,Negative
nice for boring day,5,2026-03-07 15:38:52,nice for boring day,-0.2,Negative
Amazing for everything im looking for!,5,2026-03-07 15:34:38,amazing for everything im looking for,0.6000000000000001,Positive
this the best i have ever seen from this now I can download vedio and upload on YouTube,5,2026-03-07 15:33:47,this the best i have ever seen from this now i can download vedio and upload on youtube,1.0,Positive
I'M OBSESSED! THE BEST APP EVER!!,5,2026-03-07 15:27:36,im obsessed the best app ever,0.25,Positive
nice app 🌹❤️🤗,5,2026-03-07 15:26:47,nice app ,0.6,Positive
Love it.Aesthetic and Creative ideas.,5,2026-03-07 15:16:23,love itaesthetic and creative ideas,0.5,Positive
fantastic,5,2026-03-07 15:11:59,fantastic,0.4,Positive
jast wow,5,2026-03-07 15:06:57,jast wow,0.1,Positive
"it's so nice and it's so clean, thank you for creating this app 😊",5,2026-03-07 15:06:14,its so nice and its so clean thank you for creating this app ,0.48333333333333334,Positive
girlies gurl🎀🌷😋,5,2026-03-07 15:04:33,girlies gurl,0.0,Neutral
it's too good and satisfying avoiding google pics u can use this,5,2026-03-07 15:03:08,its too good and satisfying avoiding google pics u can use this,0.6,Positive
my go to apps for ideas!,5,2026-03-07 15:02:51,my go to apps for ideas,0.0,Neutral
"Pinterest is an amazing app am so obssesed with it, it's my everyday but in my opinion if you add that downloid all option in every board it would be so perfect, i still give it five stars it's amazing",5,2026-03-07 14:59:50,pinterest is an amazing app am so obssesed with it its my everyday but in my opinion if you add that downloid all option in every board it would be so perfect i still give it five stars its amazing,0.5,Positive
Best app😀 all in one app,5,2026-03-07 14:57:02,best app all in one app,1.0,Positive
Best app ever,5,2026-03-07 14:55:23,best app ever,1.0,Positive
"Very update Pinterest has is a major decline in its performance and the adds are utterly unbearable. It is no longer a safe space or platform where you can find inspiration for creativity or recipes. I would not recommend this app to anyone, ever. Now all you see is an AI infestation like a plague, every other post is either Advertisement or AI. It's a platform that bombardes you by adds and has your personal information leaked by all their 3rd party cookie collections.",1,2026-03-07 14:49:49,very update pinterest has is a major decline in its performance and the adds are utterly unbearable it is no longer a safe space or platform where you can find inspiration for creativity or recipes i would not recommend this app to anyone ever now all you see is an ai infestation like a plague every other post is either advertisement or ai its a platform that bombardes you by adds and has your personal information leaked by all their rd party cookie collections,0.10625,Positive
I absolutely love this app! It's fun and I even made a vision board with the pictures of things I want to achieve,5,2026-03-07 14:39:37,i absolutely love this app its fun and i even made a vision board with the pictures of things i want to achieve,0.4,Positive
best app ever,5,2026-03-07 14:32:44,best app ever,1.0,Positive
ok some of the time,4,2026-03-07 14:27:59,ok some of the time,0.5,Positive
This is the best app according to me It always shows the best options,5,2026-03-07 14:12:31,this is the best app according to me it always shows the best options,1.0,Positive
where is the favourite button?just yesterday I could favourite pins I liked in my saved pins. I have like 2 thousand pins saved. how am I supposed to to find the one in looking for??,1,2026-03-07 14:05:33,where is the favourite buttonjust yesterday i could favourite pins i liked in my saved pins i have like thousand pins saved how am i supposed to to find the one in looking for,0.6,Positive
love it,5,2026-03-07 14:01:38,love it,0.5,Positive
yes this is better for other thing and drawing and,5,2026-03-07 13:58:30,yes this is better for other thing and drawing and,0.1875,Positive
way better than Google,4,2026-03-07 13:55:46,way better than google,0.5,Positive
just tell me what did I do to get my account ban,1,2026-03-07 13:44:32,just tell me what did i do to get my account ban,0.0,Neutral
"luv this app, it's an interesting app. get it interesting pinterest✌",5,2026-03-07 13:35:39,luv this app its an interesting app get it interesting pinterest,0.5,Positive
for 5 year olds a creative app like this one,5,2026-03-07 13:26:41,for year olds a creative app like this one,0.5,Positive
w app,5,2026-03-07 13:21:32,w app,0.0,Neutral
nice app for skeching,5,2026-03-07 13:19:37,nice app for skeching,0.6,Positive
It's great,5,2026-03-07 13:17:51,its great,0.8,Positive
The best app best of the word ✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑˙╰╯˙๑)و✧*｡✧*｡٩(๑,5,2026-03-07 13:10:31,the best app best of the word ,1.0,Positive
I am obsessed with this app it is very useful 🤩 and it is perfect I use to use TikTok and insta but after I downloaded it I have been using daily,5,2026-03-07 13:05:17,i am obsessed with this app it is very useful and it is perfect i use to use tiktok and insta but after i downloaded it i have been using daily,0.2225,Positive
Pinterest is the BEST APP EVER FOR THE GURLYS like you can get all the photos you NEED like kawaii Gyaru etc but TRY IT YOU WILL LOVE IT🤏🤏,5,2026-03-07 12:58:24,pinterest is the best app ever for the gurlys like you can get all the photos you need like kawaii gyaru etc but try it you will love it,0.75,Positive
wonder ful app with ideas,5,2026-03-07 12:50:01,wonder ful app with ideas,0.0,Neutral
lee205pin / Pinterest has any image that you would want! 💯❤️,5,2026-03-07 12:46:53,leepin pinterest has any image that you would want ,0.0,Neutral
"Got suspended after less than a hour of just only looking through posts. Shameful moderation, lackluster digital security.",1,2026-03-07 12:28:29,got suspended after less than a hour of just only looking through posts shameful moderation lackluster digital security,-0.05555555555555555,Negative
Pinterest is so enjoying app because it's help me to edit my project it's so beautiful to use I love it 10/10🤍,5,2026-03-07 12:26:22,pinterest is so enjoying app because its help me to edit my project its so beautiful to use i love it ,0.6166666666666667,Positive
"Seriously, it's great. BUT PLEASE, DON'T USE OTHER PEOPLE'S ACCOUNTS TO SEND NEWLY DOWNLOADED IMAGES JUST BECAUSE YOU ONCE SHARED A PIN. ADD A DELETE MESSAGE FEATURE, AND ALSO REDUCE THE AI AI AI👹",4,2026-03-07 12:11:02,seriously its great but please dont use other peoples accounts to send newly downloaded images just because you once shared a pin add a delete message feature and also reduce the ai ai ai,0.11950757575757577,Positive
love,5,2026-03-07 12:08:25,love,0.5,Positive
this is a very good app for especially teens u can take ideas I realy in love with this <3,3,2026-03-07 11:45:31,this is a very good app for especially teens u can take ideas i realy in love with this ,0.47,Positive
"I try to sign in on Pinterest BOOM oops can't sign in ONLY THE YEAR, higher nope lower also nope I can't sign in they need to change that any year except 2010 or lower can't sign in you can't just put no year is allowed",1,2026-03-07 11:32:24,i try to sign in on pinterest boom oops cant sign in only the year higher nope lower also nope i cant sign in they need to change that any year except or lower cant sign in you cant just put no year is allowed,0.125,Positive
💗,5,2026-03-07 11:31:06,,0.0,Neutral
aesthetics ends here... ✨🎀💅,5,2026-03-07 11:25:57,aesthetics ends here ,0.0,Neutral
excellent app,5,2026-03-07 11:18:02,excellent app,1.0,Positive
bast PNG apps,5,2026-03-07 10:57:32,bast png apps,0.0,Neutral
all good 👍 👌 😌,5,2026-03-07 10:50:10,all good ,0.7,Positive
"lots of AI generated images pretending to be real and decieving us, I am doing crochet for some years and I can understand very well if a piece of crochet is AI or not.",1,2026-03-07 10:46:15,lots of ai generated images pretending to be real and decieving us i am doing crochet for some years and i can understand very well if a piece of crochet is ai or not,0.2,Positive
I can't sign in,1,2026-03-07 10:45:09,i cant sign in,0.0,Neutral
good,5,2026-03-07 10:42:50,good,0.7,Positive
i didn't like app 😡,1,2026-03-07 10:42:41,i didnt like app ,0.0,Neutral
i collage si fanno velocissimo e con tutti i materiali in piu ci sono foto di tutti i tipi e devo ringraziare chi le mette,5,2026-03-07 10:42:01,i collage si fanno velocissimo e con tutti i materiali in piu ci sono foto di tutti i tipi e devo ringraziare chi le mette,0.0,Neutral
this is NOT the Pinterest I had on my old phone -,1,2026-03-07 10:24:08,this is not the pinterest i had on my old phone ,0.1,Positive
this is amazing app🤌❤🌷,5,2026-03-07 10:10:39,this is amazing app,0.6000000000000001,Positive
super app,5,2026-03-07 10:08:38,super app,0.3333333333333333,Positive
fantastic,5,2026-03-07 10:05:10,fantastic,0.4,Positive
very good app for entertainment,5,2026-03-07 10:01:37,very good app for entertainment,0.9099999999999999,Positive
i love the foto,5,2026-03-07 09:52:11,i love the foto,0.5,Positive
love 💕,5,2026-03-07 09:48:49,love ,0.5,Positive
very nice apps,5,2026-03-07 09:43:01,very nice apps,0.78,Positive
fantastic 😍,5,2026-03-07 09:41:53,fantastic ,0.4,Positive
amazing 🤩🤩,4,2026-03-07 09:35:02,amazing ,0.6000000000000001,Positive
Good,5,2026-03-07 09:13:48,good,0.7,Positive
belissima müqoooo,5,2026-03-07 09:10:27,belissima mqoooo,0.0,Neutral
𝗕𝗮𝘀𝘁 𝗮𝗽𝗽,2,2026-03-07 09:08:04, ,0.0,Neutral
sometimes it bothers,2,2026-03-07 08:47:56,sometimes it bothers,0.0,Neutral
it's good,4,2026-03-07 08:45:25,its good,0.7,Positive
Good App!!,5,2026-03-07 08:45:23,good app,0.7,Positive
good,5,2026-03-07 08:38:38,good,0.7,Positive
good,5,2026-03-07 08:32:53,good,0.7,Positive
very nice,5,2026-03-07 08:31:41,very nice,0.78,Positive
cool,5,2026-03-07 08:29:22,cool,0.35,Positive
very portable,5,2026-03-07 08:27:25,very portable,0.2,Positive
best photo app ever,5,2026-03-07 08:17:55,best photo app ever,1.0,Positive
"Worst UI ever , very annoying sometimes it gives you experience, totally disheartened",1,2026-03-07 08:06:53,worst ui ever very annoying sometimes it gives you experience totally disheartened,-0.6666666666666666,Negative
"I love pinterest because it's a great place to discover creative ideas and inspiration. ♥️ whether fashion, recipes...just name it and Pinterest got you...",5,2026-03-07 07:54:22,i love pinterest because its a great place to discover creative ideas and inspiration whether fashion recipesjust name it and pinterest got you,0.6,Positive
"Just like every other single app that used to be actually engaging, inspiring and fun, it's now just an AI slop filled and moderated garbage dump",1,2026-03-07 07:51:18,just like every other single app that used to be actually engaging inspiring and fun its now just an ai slop filled and moderated garbage dump,0.2339285714285714,Positive
Good,5,2026-03-07 07:46:25,good,0.7,Positive
I can't danload on my xplayer anymore,5,2026-03-07 07:39:26,i cant danload on my xplayer anymore,0.0,Neutral
it's very useful,5,2026-03-07 07:28:41,its very useful,0.39,Positive
"I am 19 years old and it does not let me make an account, it keeps saying that I am not eligible for this app.",1,2026-03-07 07:21:11,i am years old and it does not let me make an account it keeps saying that i am not eligible for this app,0.1,Positive
"This app is tooo much good for an artist , you can found any kind of image from this app and even you can download image from this app so if you doesn't have internet you don't have to worry you can simply download image",5,2026-03-07 07:17:38,this app is tooo much good for an artist you can found any kind of image from this app and even you can download image from this app so if you doesnt have internet you dont have to worry you can simply download image,0.4333333333333333,Positive
very useful and lot of thoughts to improve ourself,5,2026-03-07 07:00:53,very useful and lot of thoughts to improve ourself,0.39,Positive
their were so many photos I wanted,5,2026-03-07 06:59:55,their were so many photos i wanted,0.5,Positive
downloading problem 😥,2,2026-03-07 06:50:32,downloading problem ,0.0,Neutral
best the feeling like a dream,5,2026-03-07 06:46:34,best the feeling like a dream,1.0,Positive
"I really like this app, I have been using it for like a while now. no feedbacks from me. I like this app.",5,2026-03-07 06:43:26,i really like this app i have been using it for like a while now no feedbacks from me i like this app,0.2,Positive
i really love this app so much ideas and creativity and lots of things in this app which inspires me to create anything and see ideas like outfits drawing and poems and many more things which inspires me very fabulous app 😍😍,5,2026-03-07 06:43:17,i really love this app so much ideas and creativity and lots of things in this app which inspires me to create anything and see ideas like outfits drawing and poems and many more things which inspires me very fabulous app ,0.44399999999999995,Positive
we can find latest trends,5,2026-03-07 06:36:27,we can find latest trends,0.5,Positive
Disappointed in the AI management,1,2026-03-07 06:33:15,disappointed in the ai management,-0.75,Negative
this is the best app whatever I have seen. 😭😌🦋✨,5,2026-03-07 06:31:18,this is the best app whatever i have seen ,1.0,Positive
soo cute,5,2026-03-07 06:26:36,soo cute,0.5,Positive
"Pinterest is a very useful app for discovering ideas and inspiration. I can find and save creative content like recipes, fashion, home décor, and DIY projects. The interface is simple and easy to browse. Overall, it is a great app for exploring new ideas and staying inspired. 👍",5,2026-03-07 06:02:47,pinterest is a very useful app for discovering ideas and inspiration i can find and save creative content like recipes fashion home dcor and diy projects the interface is simple and easy to browse overall it is a great app for exploring new ideas and staying inspired ,0.3228138528138528,Positive
nice app,5,2026-03-07 05:54:50,nice app,0.6,Positive
amazing app,4,2026-03-07 05:48:44,amazing app,0.6000000000000001,Positive
good,5,2026-03-07 05:34:31,good,0.7,Positive
❤️❤️❤️,5,2026-03-07 05:27:51,,0.0,Neutral
nice,5,2026-03-07 05:18:38,nice,0.6,Positive
Best app to uplode your drawings and watch and draw other drawing,5,2026-03-07 05:12:59,best app to uplode your drawings and watch and draw other drawing,0.4375,Positive
it is a very nice app you can find anything you want and make your ones too,4,2026-03-07 05:11:21,it is a very nice app you can find anything you want and make your ones too,0.78,Positive
very useful it's funtastic,5,2026-03-07 04:53:03,very useful its funtastic,0.39,Positive
nice background in this app,5,2026-03-07 04:42:17,nice background in this app,0.6,Positive
BEST APP EVER. BEST WEBSITE BEFORE THAT.,5,2026-03-07 04:37:07,best app ever best website before that,1.0,Positive
best app ever I had used it it's so excellent 👌🏻👌🏻👌🏻,5,2026-03-07 04:30:05,best app ever i had used it its so excellent ,1.0,Positive
It's very very very good,5,2026-03-07 04:28:07,its very very very good,0.9099999999999999,Positive
i use this somtimes for the nail art,3,2026-03-07 04:25:25,i use this somtimes for the nail art,0.0,Neutral
❤️‍🔥,5,2026-03-07 04:23:21,,0.0,Neutral
I didn't like it,1,2026-03-07 04:06:57,i didnt like it,0.0,Neutral
Too many ads,1,2026-03-07 03:59:24,too many ads,0.5,Positive
It is Amazing.,5,2026-03-07 03:57:32,it is amazing,0.6000000000000001,Positive
👍,5,2026-03-07 03:51:16,,0.0,Neutral
very fun and entertaining,5,2026-03-07 03:50:43,very fun and entertaining,0.445,Positive
"I love my Pinterest App. I refer back to it always for things I have saved, things that have personal meanings to me, cooking, recipes, shopping. If I lost it all, I would be devastated!",5,2026-03-07 03:46:54,i love my pinterest app i refer back to it always for things i have saved things that have personal meanings to me cooking recipes shopping if i lost it all i would be devastated,0.16666666666666666,Positive
5 star 👍,5,2026-03-07 03:27:20, star ,0.0,Neutral
"I used to love pinterest, and I still use it nearly daily. It's just annoying to use most days. My main issues: The AI 🌽 problem is still pretty bad. Ads load faster than pins and sometimes take up my whole screen. Barely click on an ad? Now you're going to its website. You can't remove ads either, btw. Like 15 emails a day for ""my pins"" that go against community guidelines. But I'm not the one who posted the pin, and I can't even see what was removed. I can't even unsub from the emails.",1,2026-03-07 03:25:33,i used to love pinterest and i still use it nearly daily its just annoying to use most days my main issues the ai problem is still pretty bad ads load faster than pins and sometimes take up my whole screen barely click on an ad now youre going to its website you cant remove ads either btw like emails a day for my pins that go against community guidelines but im not the one who posted the pin and i cant even see what was removed i cant even unsub from the emails,0.018518518518518528,Positive
very useful & helpful... intresting app💯🙌🏻,5,2026-03-07 03:22:54,very useful helpful intresting app,0.39,Positive
A masterpiece of art and visuals,5,2026-03-07 03:14:32,a masterpiece of art and visuals,0.0,Neutral
love how easy it is to make collages on the app,5,2026-03-07 02:49:58,love how easy it is to make collages on the app,0.4666666666666667,Positive
it's a real awesome app if you like to save Important things to do and wish list and things of that nature,5,2026-03-07 02:38:20,its a real awesome app if you like to save important things to do and wish list and things of that nature,0.7,Positive
Enjoying,5,2026-03-07 02:37:40,enjoying,0.5,Positive
